fpl_name,fpl_id,understat_name,understat_id
Max Thompson,591,,
Lewis Richardson,592,Lewis Richardson,9082.0
Anthony Mancini,612,,
Joel Mumbongo,613,Joel Mumbongo,8566.0
Richard Nartey,658,,
Willy Caballero,101,Willy Caballero,624.0
César Azpilicueta,102,César Azpilicueta,681.0
Olivier Giroud,103,Olivier Giroud,502.0
Marcos Alonso,104,Marcos Alonso,1621.0
Jorge Luiz Frello Filho,105,Jorginho,1389
Mateo Kovacic,107,Mateo Kovacic,2254.0
Antonio Rüdiger,109,Antonio Rüdiger,1822.0
Kurt Zouma,110,Kurt Zouma,935.0
Emerson Palmieri dos Santos,111,Emerson,1245.0
Kepa Arrizabalaga,112,Kepa,5061.0
N'Golo Kanté,113,N&#039;Golo Kanté,751.0
Hakim Ziyech,114,Hakim Ziyech,8992.0
Andreas Christensen,116,Andreas Christensen,200.0
Timo Werner,117,Timo Werner,65.0
Tammy Abraham,118,Tammy Abraham,702.0
Christian Pulisic,119,Christian Pulisic,2662.0
Mason Mount,120,Mason Mount,7768.0
Fikayo Tomori,121,Fikayo Tomori,703.0
Callum Hudson-Odoi,122,Callum Hudson-Odoi,6456.0
Reece James,123,Reece James,8067.0
Billy Gilmour,124,Billy Gilmour,7988.0
Benjamin Chilwell,232,Ben Chilwell,782.0
Thiago Thiago,490,Thiago Silva,3288.0
Kai Havertz,500,Kai Havertz,5220.0
Edouard Mendy,548,Edouard Mendy,6880.0
Karlo Ziger,593,,
Faustino Anjorin,605,,
Valentino Livramento,698,,
Michy Batshuayi,108,Michy Batshuayi,1678.0
Gary Cahill,125,Gary Cahill,699.0
Wayne Hennessey,126,,
Mamadou Sakho,127,Mamadou Sakho,485.0
Vicente Guaita,128,Vicente Guaita,2190.0
James Tomkins,129,James Tomkins,530.0
James McArthur,130,James McArthur,633.0
James McCarthy,131,James McCarthy,589.0
Christian Benteke,132,Christian Benteke,606.0
Cheikhou Kouyaté,133,Cheikhou Kouyaté,532.0
Joel Ward,134,Joel Ward,510.0
Martin Kelly,135,Martin Kelly,525.0
Connor Wickham,136,,
Andros Townsend,137,Andros Townsend,775.0
Luka Milivojevic,138,Luka Milivojevic,5549.0
Patrick van Aanholt,139,Patrick van Aanholt,730.0
Jordan Ayew,140,Jordan Ayew,672.0
Wilfried Zaha,141,Wilfried Zaha,522.0
Jeffrey Schlupp,142,Jeffrey Schlupp,757.0
Max Meyer,143,,
Jairo Riedewald,144,Jairo Riedewald,6027.0
Nathan Ferguson,145,,
Tyrick Mitchell,146,Tyrick Mitchell,8214.0
Brandon Pierrick,147,,
Scott Dann,486,Scott Dann,512.0
Eberechi Eze,489,Eberechi Eze,8706.0
Sam Woods,522,,
Ryan Inniss,534,,
Nathaniel Clyne,577,Nathaniel Clyne,603.0
Stephen Henderson,578,,
Jack Butland,586,Jack Butland,856.0
Jean-Philippe Mateta,641,Jean-Philippe Mateta,5735.0
Reece Hannam,675,,
Jesurun Rak-Sakyi,688,,
Fabian Delph,149,Fabian Delph,876.0
Gylfi Sigurdsson,150,Gylfi Sigurdsson,714.0
Jonas Lössl,151,,
Seamus Coleman,152,Seamus Coleman,585.0
Cenk Tosun,153,Cenk Tosun,6477.0
Bernard Anício Caldeira Duarte,154,Bernard,7063.0
Lucas Digne,155,Lucas Digne,1823.0
Michael Keane,156,Michael Keane,1653.0
Jordan Pickford,157,Jordan Pickford,741.0
André Filipe Tavares Gomes,158,André Gomes,2383
Alex Iwobi,159,Alex Iwobi,500.0
Jonjoe Kenny,160,Jonjoe Kenny,1084.0
Jean-Philippe Gbamin,161,Jean-Philippe Gbamin,4764.0
Yerry Mina,162,Yerry Mina,6521.0
Tom Davies,163,Tom Davies,1042.0
Dominic Calvert-Lewin,164,Dominic Calvert-Lewin,5555.0
Mason Holgate,165,Mason Holgate,985.0
Richarlison de Andrade,166,Richarlison,6026.0
João Virgínia,167,João Virgínia,8366.0
Anthony Gordon,168,Anthony Gordon,8150.0
Moise Kean,169,Moise Kean,1304.0
Jarrad Branthwaite,170,,
Allan Marques Loureiro,502,Allan,1379.0
James Rodríguez,508,James Rodríguez,2249.0
Abdoulaye Doucouré,512,Abdoulaye Doucouré,1726.0
Niels Nkounkou,559,Niels Nkounkou,8109.0
Ben Godfrey,566,Ben Godfrey,7689.0
Robin Olsen,573,Robin Olsen,6962.0
Ellis Simms,596,,
Tyler Onyango,644,,
Joshua King,651,Joshua King,465.0
Kyle John,679,,
Nathan Broadhead,680,Nathan Broadhead,9406.0
Ryan Astley,681,,
Harry Tyrer,682,,
Reece Welch,690,,
Isaac Price,691,,
Ruben Loftus-Cheek,115,Ruben Loftus-Cheek,688.0
Fabricio Agosto Ramírez,171,,
Kevin McDonald,172,,
Maxime Le Marchand,173,Maxime Le Marchand,3304.0
Stefan Johansen,174,,
Tom Cairney,175,Tom Cairney,6835.0
Tim Ream,176,Tim Ream,7184.0
Anthony Knockaert,177,,
Michael Hector,178,Michael Hector,5274.0
Cyrus Christie,179,,
Neeskens Kebano,180,Neeskens Kebano,6840.0
Bobby Decordova-Reid,181,Bobby Reid,6827.0
Joe Bryan,182,Joe Bryan,6834.0
Marcus Bettinelli,183,,
Aleksandar Mitrović,184,Aleksandar Mitrovic,773.0
Alfie Mawson,185,,
Marek Rodák,186,Marek Rodák,8704.0
Ivan Ricardo Neves Abreu Cavaleiro,187,Ivan Cavaleiro,3683
Josh Onomah,188,Josh Onomah,661.0
Jean Michaël Seri,189,,
Aboubakar Kamara,190,Aboubakar Kamara,4866.0
André-Frank Zambo Anguissa,191,Franck Zambo,6434
Zeze Steven Sessegnon,192,,
Harrison Reed,373,Harrison Reed,910.0
Antonee Robinson,484,Antonee Robinson,8940.0
Mario Lemina,493,Mario Lemina,1299.0
Alphonse Areola,516,Alphonse Areola,2310.0
Kenny Tete,517,Kenny Tete,5973.0
Denis Odoi,525,Denis Odoi,7077.0
Ademola Lookman,557,Ademola Lookman,5556.0
Ola Aina,562,Ola Aina,725.0
Joachim Andersen,571,Joachim Andersen,6314.0
Tosin Adarabioyo,572,Tosin Adarabioyo,5590.0
Terence Kongolo,585,Terence Kongolo,6067.0
Josh Maja,665,Josh Maja,5587.0
Fabio Carvalho,695,Fabio Carvalho,9501.0
Sylvester Jasper,707,,
Tyrese Francois,708,Tyrese Francois,9552.0
Wes Morgan,216,Wes Morgan,748.0
Kasper Schmeichel,217,Kasper Schmeichel,745.0
Christian Fuchs,218,Christian Fuchs,749.0
Jonny Evans,219,Jonny Evans,807.0
Adrien Silva,220,,
Marc Albrighton,221,Marc Albrighton,753.0
Matty James,222,,
Danny Ward,223,,
Jamie Vardy,224,Jamie Vardy,755.0
Dennis Praet,225,Dennis Praet,1234.0
Ricardo Domingos Barbosa Pereira,226,Ricardo Pereira,3303
Daniel Amartey,227,Daniel Amartey,759.0
Youri Tielemans,228,Youri Tielemans,5956.0
Ayoze Pérez,229,Ayoze Pérez,770.0
Demarai Gray,230,Demarai Gray,762.0
James Maddison,231,James Maddison,6818.0
Kelechi Iheanacho,233,Kelechi Iheanacho,620.0
Hamza Choudhury,234,Hamza Choudhury,6418.0
Harvey Barnes,235,Harvey Barnes,6681.0
Wilfred Ndidi,236,Wilfred Ndidi,5545.0
Filip Benkovic,237,,
Çaglar Söyüncü,238,Caglar Söyüncü,5264.0
James Justin,239,James Justin,7753.0
Luke Thomas,240,Luke Thomas,8562.0
Timothy Castagne,498,Timothy Castagne,6157.0
Nampalys Mendy,518,Nampalys Mendy,1785.0
Cengiz Ünder,541,Cengiz Ünder,6162.0
Wesley Fofana,561,Wesley Fofana,7589.0
Islam Slimani,579,Islam Slimani,1682.0
Vontae Daley-Campbell,660,,
Thakgalo Leshabela,661,Thakgalo Leshabela,9311.0
Sidnei Tavares,676,Sidnei Tavares,9395.0
Shane Flynn,684,,
Thanawat Suengchitthawon,687,,
Tawanda Maswanhise,703,,
Pablo Hernández Domínguez,193,Pablo Hernández,2164.0
Francisco Casilla Cortés,194,Kiko Casilla,2259
Liam Cooper,195,Liam Cooper,8816.0
Barry Douglas,196,,
Luke Ayling,197,Luke Ayling,8716.0
Mateusz Klich,198,Mateusz Klich,4381.0
Adam Forshaw,199,,
Stuart Dallas,200,Stuart Dallas,8718.0
Ezgjan Alioski,201,Ezgjan Alioski,8722.0
Patrick Bamford,202,Patrick Bamford,822.0
Jack Harrison,203,Jack Harrison,8720.0
Kalvin Phillips,204,Kalvin Phillips,8719.0
Hélder Wander Sousa de Azevedo e Costa,205,Hélder Costa,3428
Tyler Roberts,206,Tyler Roberts,1014.0
Jay-Roy Grot,207,,
Kamil Miazek,208,,
Ian Carlo Poveda-Ocampo,209,Ian Poveda-Ocampo,8723.0
Jamie Shackleton,210,Jamie Shackleton,8721.0
Pascal Struijk,211,Pascal Struijk,8717.0
Jordan Stevens,212,,
Illan Meslier,213,Illan Meslier,8715.0
Leif Davis,214,Leif Davis,8919.0
Oliver Casey,215,,
Robin Koch,491,Robin Koch,6273.0
Rodrigo Moreno,492,Rodrigo,2381.0
Elia Caprile,532,,
Mateusz Bogusz,533,,
Diego Llorente,549,Diego Llorente,2163.0
Raphael Dias Belloli,570,Raphinha,8026
Jack Jenkins,599,,
Niall Huggins,619,Niall Huggins,9219.0
Charlie Cresswell,620,,
Joe Gelhardt,667,,
Gaetano Berardi,685,Gaetano Berardi,9423.0
Sam Greenwood,692,,
Crysencio Summerville,693,,
Cody Drameh,694,,
James Milner,241,James Milner,489.0
Konstantinos Tsimikas,242,Konstantinos Tsimikas,8852.0
Georginio Wijnaldum,243,Georginio Wijnaldum,771.0
Jordan Henderson,244,Jordan Henderson,605.0
Adrián San Miguel del Castillo,245,Adrián,527.0
Joel Matip,246,Joel Matip,332.0
Xherdan Shaqiri,247,Xherdan Shaqiri,888.0
Alex Oxlade-Chamberlain,248,Alex Oxlade-Chamberlain,966.0
Roberto Firmino,249,Roberto Firmino,482.0
Virgil van Dijk,250,Virgil van Dijk,833.0
Sadio Mané,251,Sadio Mané,838.0
Alisson Ramses Becker,252,Alisson,1257.0
Fabio Henrique Tavares,253,Fabinho,3420
Mohamed Salah,254,Mohamed Salah,1250.0
Andrew Robertson,255,Andrew Robertson,1688.0
Divock Origi,256,Divock Origi,484.0
Harry Wilson,257,,
Trent Alexander-Arnold,259,Trent Alexander-Arnold,1791.0
Joseph Gomez,260,Joseph Gomez,987.0
Naby Keita,261,Naby Keita,5247.0
Curtis Jones,263,Curtis Jones,6665.0
Neco Williams,264,Neco Williams,8204.0
Harvey Elliott,265,,
Diogo Jota,468,Diogo Jota,6854.0
Thiago Alcántara do Nascimento,531,Thiago Alcántara,229.0
Caoimhin Kelleher,560,Caoimhin Kelleher,7904.0
Nathaniel Phillips,589,Nathaniel Phillips,8228.0
Rhys Williams,594,Rhys Williams,9086.0
Leighton Clarkson,601,,
Jake Cain,607,,
Ozan Kabak,652,Ozan Kabak,7376.0
Ben Davies,653,Ben Davies,660.0
Liam Hughes,677,,
Jakub Ojrzynski,678,,
Ben Woodburn,696,,
Billy Koumetio,697,,
Fernando Luiz Rosa,266,Fernandinho,614
Claudio Bravo,267,,
Sergio Agüero,268,Sergio Agüero,619.0
Nicolás Otamendi,269,,
Kyle Walker,270,Kyle Walker,638.0
Ilkay Gündogan,271,Ilkay Gündogan,314.0
Kevin De Bruyne,272,Kevin De Bruyne,447.0
John Stones,273,John Stones,586.0
Benjamin Mendy,274,Benjamin Mendy,3389.0
Riyad Mahrez,275,Riyad Mahrez,750.0
Raheem Sterling,276,Raheem Sterling,618.0
João Pedro Cavaco Cancelo,277,João Cancelo,2379.0
Ederson Santana de Moraes,278,Ederson,6054.0
Nathan Aké,279,Nathan Aké,579.0
Aymeric Laporte,280,Aymeric Laporte,2498.0
Bernardo Mota Veiga de Carvalho e Silva,281,Bernardo Silva,3635
Gabriel Fernando de Jesus,282,Gabriel Jesus,5543
Oleksandr Zinchenko,283,Oleksandr Zinchenko,2958.0
Phil Foden,284,Phil Foden,6055.0
Tommy Doyle,285,,
Rodrigo Hernandez,286,Rodri,2496
Ferran Torres,287,Ferrán Torres,6441.0
Eric Garcia,288,Eric Garcia,8045.0
Adrián Bernabé,537,,
Zack Steffen,538,Zack Steffen,7817.0
Liam Delap,539,Liam Delap,8868.0
Cole Palmer,552,,
Rúben Santos Gato Alves Dias,556,Rúben Dias,8961
James Trafford,595,,
Scott Carson,608,Scott Carson,8158.0
Felix Nmecha,609,,
Luke Mbete,622,,
Taylor Harwood-Bellis,623,,
Claudio Gomes,659,,
Sergio Romero,289,,
Juan Mata,290,Juan Mata,554.0
David de Gea,291,David de Gea,546.0
Chris Smalling,292,,
Odion Ighalo,293,Odion Ighalo,573.0
Marcos Rojo,294,,
Nemanja Matic,295,Nemanja Matic,697.0
Paul Pogba,296,Paul Pogba,1740.0
Phil Jones,297,,
Harry Maguire,298,Harry Maguire,1687.0
Frederico Rodrigues de Paula Santos,299,Fred,6817
Luke Shaw,300,Luke Shaw,1006.0
Bruno Miguel Borges Fernandes,302,Bruno Fernandes,1228
Anthony Martial,303,Anthony Martial,553.0
Andreas Pereira,304,,
Dean Henderson,305,Dean Henderson,7702.0
Marcus Rashford,306,Marcus Rashford,556.0
Axel Tuanzebe,307,Axel Tuanzebe,934.0
Victor Lindelöf,308,Victor Lindelöf,6080.0
Scott McTominay,309,Scott McTominay,5560.0
Eric Bailly,310,Eric Bailly,1739.0
Daniel James,311,Daniel James,5595.0
Timothy Fosu-Mensah,312,Timothy Fosu-Mensah,549.0
Aaron Wan-Bissaka,313,Aaron Wan-Bissaka,5584.0
José Diogo Dalot Teixeira,314,,
Mason Greenwood,315,Mason Greenwood,7490.0
Tahith Chong,316,,
James Garner,317,,
Brandon Williams,318,Brandon Williams,8075.0
Teden Mengi,319,,
Donny van de Beek,495,Donny van de Beek,8821.0
Alex Nicolao Telles,568,Alex Telles,1828.0
Edinson Cavani,569,Edinson Cavani,3294.0
Facundo Pellistri,575,,
Lee Grant,604,,
Amad Diallo,640,Amad Diallo Traore,8127.0
Shola Shoretire,673,Shola Shoretire,9359.0
Nathan Bishop,686,,
Anthony Elanga,702,Anthony Elanga,9524.0
Hannibal Mejbri,712,Hannibal Mejbri,9558.0
William Fish,713,William Fish,9557.0
Joseph Willock,20,Joe Willock,6630.0
Andy Carroll,320,Andy Carroll,537.0
Jonjo Shelvey,321,Jonjo Shelvey,769.0
Matt Ritchie,322,Matt Ritchie,461.0
Federico Fernández,323,Federico Fernández,708.0
Ciaran Clark,324,Ciaran Clark,875.0
Karl Darlow,325,Karl Darlow,780.0
Martin Dubravka,326,Martin Dubravka,6532.0
Florian Lejeune,327,,
Jamaal Lascelles,328,Jamaal Lascelles,766.0
Dwight Gayle,329,Dwight Gayle,743.0
Christian Atsu,330,,
Paul Dummett,331,Paul Dummett,853.0
Javier Manquillo,332,Javier Manquillo,1719.0
Emil Krafth,333,Emil Krafth,1545.0
Fabian Schär,334,Fabian Schär,76.0
DeAndre Yedlin,335,DeAndre Yedlin,727.0
Isaac Hayden,336,Isaac Hayden,6062.0
Rolando Aarons,337,,
Allan Saint-Maximin,338,Allan Saint-Maximin,101.0
Miguel Almirón,339,Miguel Almirón,7420.0
Joelinton Cássio Apolinário de Lira,340,Joelinton,87
Yoshinori Muto,341,,
Kelland Watts,342,,
Sean Longstaff,480,Sean Longstaff,7078.0
Jeff Hendrick,485,Jeff Hendrick,1746.0
Matthew Longstaff,487,Matthew Longstaff,8016.0
Mark Gillespie,488,,
Jacob Murphy,497,Jacob Murphy,6063.0
Callum Wilson,506,Callum Wilson,468.0
Ryan Fraser,507,Ryan Fraser,1683.0
Jamal Lewis,513,Jamal Lewis,7691.0
Elliot Anderson,602,Elliot Anderson,9154.0
Daniel Langley,606,,
Rhian Brewster,262,Rhian Brewster,5569.0
Billy Sharp,343,Billy Sharp,7712.0
David McGoldrick,344,David McGoldrick,7711.0
Chris Basham,345,Chris Basham,7704.0
John Fleck,346,John Fleck,7709.0
Enda Stevens,347,Enda Stevens,7707.0
Simon Moore,348,,
Oliver Norwood,349,Oliver Norwood,7710.0
Wes Foderingham,350,,
George Baldock,351,George Baldock,7706.0
Jack Robinson,352,Jack Robinson,8286.0
John Egan,353,John Egan,7703.0
Jack O'Connell,354,Jack O&#039;Connell,7705.0
John Lundstram,355,John Lundstram,7708.0
Ben Osborn,356,Ben Osborn,7714.0
Oliver McBurnie,357,Oliver McBurnie,1736.0
Lys Mousset,359,Lys Mousset,1748.0
Sander Berge,360,Sander Berge,8285.0
Oliver Burke,424,Oliver Burke,5256.0
Luke Freeman,477,,
Aaron Ramsdale,483,Aaron Ramsdale,5603.0
Ethan Ampadu,509,Ethan Ampadu,6369.0
Jayden Bogle,510,Jayden Bogle,9205.0
Max Lowe,511,Max Lowe,8918.0
Phil Jagielka,529,Phil Jagielka,587.0
Michael Verrips,580,,
Kean Bryan,603,Kean Bryan,9163.0
Antwoine Hackford,618,Antwoine Hackford,9222.0
Kyron Gordon,646,,
Iliman Ndiaye,656,Iliman Ndiaye,9307.0
Zak Brunt,657,,
Frankie Maguire,670,,
Daniel Jebbison,699,Daniel Jebbison,9509.0
Harry Boyes,704,,
Femi Seriki,705,Femi Seriki,9540.0
William Osula,711,,
Theo Walcott,148,Theo Walcott,503.0
Takumi Minamino,258,Takumi Minamino,8239.0
Shane Long,361,Shane Long,839.0
Ryan Bertrand,362,Ryan Bertrand,835.0
Alex McCarthy,363,Alex McCarthy,635.0
Oriol Romeu Vidal,364,Oriol Romeu,842.0
Nathan Redmond,365,Nathan Redmond,790.0
Danny Ings,366,Danny Ings,986.0
Jack Stephens,367,Jack Stephens,1735.0
Stuart Armstrong,368,Stuart Armstrong,6893.0
Jannik Vestergaard,369,Jannik Vestergaard,111.0
James Ward-Prowse,370,James Ward-Prowse,843.0
Angus Gunn,371,,
Sofiane Boufal,372,,
Josh Sims,374,,
Kyle Walker-Peters,375,Kyle Walker-Peters,885.0
Jan Bednarek,376,Jan Bednarek,6042.0
Che Adams,377,Che Adams,7700.0
Yan Valery,378,Yan Valery,7280.0
William Smallbone,379,William Smallbone,8224.0
Jake Vokins,380,Jake Vokins,8493.0
Michael Obafemi,381,Michael Obafemi,6504.0
Moussa Djenepo,382,Moussa Djenepo,7701.0
Mohammed Salisu,479,Mohammed Salisu,6923.0
Fraser Forster,523,Fraser Forster,831.0
Nathan Tella,524,Nathan Tella,8456.0
Ibrahima Diallo,565,Ibrahima Diallo,6736.0
Daniel N'Lundulu,590,Daniel N&#039;Lundulu,7983.0
Kayne Ramsay,598,Kayne Ramsay,7326.0
Kgaogelo Chauke,624,,
Harry Lewis,625,,
Will Ferry,634,,
Allan Tchaptchet,635,Allan Tchaptchet,9257.0
Caleb Watts,636,Caleb Watts,9256.0
Alexandre Jankewitz,643,Alexandre Jankewitz,8511.0
Ryan Finnigan,655,,
Hugo Lloris,383,Hugo Lloris,637.0
Danny Rose,384,,
Moussa Sissoko,385,Moussa Sissoko,772.0
Toby Alderweireld,386,Toby Alderweireld,639.0
Erik Lamela,387,Erik Lamela,644.0
Harry Kane,388,Harry Kane,647.0
Serge Aurier,389,Serge Aurier,3600.0
Heung-Min Son,390,Son Heung-Min,453.0
Eric Dier,391,Eric Dier,643.0
Lucas Rodrigues Moura da Silva,392,Lucas Moura,3293.0
Paulo Gazzaniga,393,,
Bamidele Alli,394,Dele Alli,645.0
Pierre-Emile Højbjerg,396,Pierre-Emile Højbjerg,343.0
Ben Davies,395,Ben Davies,660.0
Harry Winks,397,Harry Winks,971.0
Davinson Sánchez,398,Davinson Sánchez,6249.0
Ryan Sessegnon,399,,
Steven Bergwijn,400,Steven Bergwijn,8300.0
Gedson Carvalho Fernandes,401,,
Japhet Tanganga,402,Japhet Tanganga,8222.0
Giovani Lo Celso,403,Giovani Lo Celso,5681.0
Oliver Skipp,404,,
Tanguy Ndombele,405,Tanguy NDombele Alvaro,5962.0
Juan Foyth,406,,
Matt Doherty,457,Matt Doherty,6852.0
Joe Hart,482,,
Cameron Carter-Vickers,521,,
Sergio Reguilón,542,Sergio Reguilón,7187.0
Gareth Bale,543,Gareth Bale,2251.0
Carlos Vinicius Alves Morais,564,Carlos Vinicius,7395.0
Joe Rodon,584,Joe Rodon,6377.0
Alfie Devine,650,,
Dane Scarlett,666,Dane Scarlett,9332.0
Nile John,710,,
Ainsley Maitland-Niles,15,Ainsley Maitland-Niles,1750.0
David Button,56,David Button,6843.0
Callum Robinson,358,Callum Robinson,4476.0
Kieran Gibbs,407,Kieran Gibbs,545.0
Hal Robson-Kanu,408,Hal Robson-Kanu,1738.0
Jake Livermore,409,Jake Livermore,1689.0
Kamil Grosicki,410,Kamil Grosicki,3231.0
Matt Phillips,411,Matt Phillips,1737.0
Kyle Bartley,412,Kyle Bartley,964.0
Romaine Sawyers,413,Romaine Sawyers,8757.0
Ahmed El-Sayed Hegazy,414,Ahmed Hegazy,3979.0
Charlie Austin,415,Charlie Austin,848.0
Kenneth Zohore,416,,
Sam Johnstone,417,Sam Johnstone,978.0
Conor Townsend,418,Conor Townsend,8905.0
Oluwasemilogo Adesewo Ibidapo Ajayi,419,Semi Ajayi,4490.0
Jonathan Leko,420,,
Kyle Edwards,421,Kyle Edwards,8758.0
Darnell Furlong,422,Darnell Furlong,4391.0
Sam Field,423,Sam Field,1013.0
Dara O'Shea,425,Dara O&#039;Shea,8756.0
Rekeem Harper,426,Rekeem Harper,5562.0
Robert Snodgrass,428,Robert Snodgrass,1691.0
Grady Diangana,446,Grady Diangana,6651.0
Matheus Pereira,481,Matheus Pereira,7153.0
Cedric Kipre,499,,
Branislav Ivanovic,530,Branislav Ivanovic,682.0
Conor Gallagher,544,Conor Gallagher,9040.0
Filip Krovinovic,555,Filip Krovinovic,8966.0
